Plot,Name
134-04-1541,Smilax rotundifolia
134-04-1541,Carya tomentosa
134-04-1542,Diospyros virginiana
134-04-1542,Prunus
134-04-1543,Endodeca serpentaria
134-04-1543,Erechtites hieraciifolius
134-04-1543,Luzula
134-04-1543,Quercus phellos
134-04-1543,Magnolia acuminata var. subcordata
134-04-1543,Amphicarpaea bracteata
134-04-1543,Nabalus altissimus
134-04-1544,Fraxinus [americana + biltmoreana + smallii]
134-04-1544,Ulmus alata
134-04-1544,[Andropogon + Schizachyrium]
134-04-1544,Toxicodendron radicans var. radicans
134-04-1544,Rosa carolina
134-04-1544,Galium pilosum
134-04-1544,Poaceae
134-04-1544,Tilia americana
134-04-1546,Juniperus virginiana
134-04-1546,Chrysogonum repens
134-04-1546,Festuca subverticillata
134-04-1546,Nyssa sylvatica
134-04-1546,Passiflora lutea
134-04-1546,Rubus pensilvanicus
134-04-1546,Calycanthus floridus
134-04-1546,Carya pallida
134-04-1546,Luzula
134-04-1547,Quercus montana
134-04-1547,Liriodendron tulipifera var. tulipifera
134-04-1547,Dichanthelium depauperatum
134-06-1540,Magnoliophyta {Unknown}
134-06-1540,Erechtites hieraciifolius
134-06-1540,Hypericum gentianoides
134-06-1540,Quercus alba
134-06-1540,Toxicodendron radicans var. radicans
134-06-1540,Ulmus rubra
134-06-1541,Carya tomentosa
134-06-1541,Parthenocissus quinquefolia
134-06-1541,Scleria nitida
134-07-1540,Rubus pensilvanicus
134-07-1540,Carex muehlenbergii var. muehlenbergii
134-07-1540,Dichanthelium
134-07-1540,Carex flaccosperma
134-07-1540,Coleataenia anceps ssp. anceps
134-07-1541,Hylodesmum nudiflorum
134-07-1541,Clitoria mariana var. mariana
134-07-1541,Viola
134-07-1541,Ostrya virginiana
134-07-1542,Carex lupulina
134-07-1542,Magnoliophyta {Dicot}
134-07-1542,Carex blanda
134-07-1542,Acer rubrum
134-07-1542,Bignonia capreolata
134-07-1542,Sceptridium biternatum
134-07-1542,Acalypha rhomboidea
134-07-1542,Verbesina alternifolia
134-07-1542,Elymus virginicus
134-07-1544,Smilax rotundifolia
134-07-1544,Epifagus virginiana
134-07-1544,Quercus phellos
134-07-1544,Amphicarpaea bracteata
134-07-1544,Liquidambar styraciflua
134-07-1544,Houstonia purpurea
134-07-1544,Cercis canadensis
134-07-1544,Trillium catesbyi
134-07-1544,Collinsonia canadensis
134-07-1544,Lonicera japonica
134-07-1544,Rubus
134-07-1544,Toxicodendron radicans var. radicans
134-07-1544,Ilex opaca
134-07-1544,Spigelia marilandica
134-07-1544,Campsis radicans
134-07-1544,Pinus taeda
134-07-1544,duplicate-filter-out
134-07-1544,Magnolia acuminata
134-07-1545,Coreopsis major
134-07-1545,Vaccinium arboreum
134-07-1545,Gamochaeta purpurea
134-08-1541,Carpinus caroliniana
134-08-1541,Dichanthelium boscii
134-08-1541,Polystichum acrostichoides
134-08-1541,Brachyelytrum erectum
134-08-1541,Fraxinus [americana + biltmoreana + smallii]
134-08-1541,Carya ovata
134-08-1541,Dioscorea villosa
134-08-1541,Acer rubrum
134-08-1541,Microstegium vimineum
134-08-1541,Aesculus sylvatica
134-08-1541,Actaea racemosa
134-08-1541,Quercus alba
134-08-1541,Benthamidia florida
134-08-1541,Galium circaezans
134-08-1541,Ulmus alata
134-08-1541,Muscadinia rotundifolia var. rotundifolia
134-08-1541,Callicarpa americana
134-08-1541,Celtis [laevigata + smallii]
134-08-1541,Smilax glauca
134-08-1541,Carex superata
134-08-1541,Asplenium platyneuron
134-08-1541,Prunus serotina var. serotina
134-08-1541,Sanguinaria canadensis
134-08-1541,Parthenocissus quinquefolia
134-08-1541,Quercus rubra var. rubra
134-08-1541,Halesia tetraptera
134-08-1541,Calycanthus floridus
134-08-1541,Asimina parviflora
134-08-1541,Magnolia acuminata
134-08-1541,Collinsonia canadensis
134-08-1541,Carya glabra
134-08-1541,Desmodium perplexum
134-08-1541,Luzula acuminata var. carolinae
134-08-1541,Sanicula canadensis var. canadensis
134-08-1541,Carex digitalis var. macropoda
134-08-1541,Amelanchier arborea
134-08-1541,Carex albicans var. albicans
134-08-1541,Silene stellata
134-08-1541,Tiarella cordifolia
134-08-1541,Lonicera japonica
134-08-1541,Rubus pensilvanicus
134-08-1541,Liriodendron tulipifera var. tulipifera
134-08-1541,Oxydendrum arboreum
134-08-1541,Gleditsia triacanthos
134-08-1541,Carex kraliana
134-08-1541,Festuca subverticillata
134-08-1541,Pinus taeda
134-08-1541,Erechtites hieraciifolius
134-08-1541,Morus rubra
134-08-1541,Fagus grandifolia var. caroliniana
134-08-1541,Sceptridium biternatum
134-08-1541,Anemone quinquefolia
134-08-1541,Lonicera sempervirens
134-08-1541,Carya tomentosa
134-09-1542,Juniperus virginiana
134-09-1542,Rudbeckia laciniata var. laciniata
134-09-1542,Bignonia capreolata
134-09-1542,Muscadinia rotundifolia var. rotundifolia
134-09-1542,Benthamidia florida
134-09-1542,Lindera benzoin
134-09-1542,Poaceae
134-09-1542,Lonicera japonica
134-09-1542,Asplenium platyneuron
134-09-1542,Calycanthus floridus
134-09-1542,Carya glabra
134-09-1542,Hydrangea barbara
134-09-1542,Toxicodendron radicans var. radicans
134-09-1542,Polygonatum biflorum
134-09-1542,[Gentiana + Gentianella]
134-09-1542,[Muscadinia + Vitis]
134-09-1542,Sassafras albidum
134-09-1543,Euphorbia pubentissima
134-09-1543,Danthonia sericea
134-09-1543,Pityopsis nervosa
134-09-1543,Dirca palustris
134-09-1543,[Andropogon + Schizachyrium]
134-09-1543,Rhus copallinum
134-09-1543,Quercus stellata
134-09-1543,Quercus velutina
134-09-1543,[Trillidium + Trillium]
134-09-1543,Diospyros virginiana
134-09-1543,Lilium michauxii
134-09-1543,Ilex opaca
134-10-1540,Smilax bona-nox var. bona-nox
134-10-1540,Fagus grandifolia var. caroliniana
134-10-1540,Diospyros virginiana
134-10-1540,Ligustrum sinense
134-10-1541,Rosa carolina
134-10-1541,Chionanthus virginicus
134-10-1541,Ilex verticillata
134-10-1541,Magnolia acuminata
134-10-1541,Matelea
134-10-1542,Carex
134-10-1542,Galium uniflorum
134-10-1542,Dichanthelium commutatum
134-10-1542,Scleria oligantha
134-10-1542,Vaccinium stamineum
134-10-1542,Celtis [laevigata + smallii]
134-10-1542,Lespedeza violacea
134-10-1542,Nabalus
134-10-1542,Euphorbia pubentissima
134-10-1542,Hieracium venosum
134-10-1542,Lespedeza repens
134-10-1542,Chasmanthium sessiliflorum var. sessiliflorum
134-10-1542,Goodyera pubescens
134-10-1542,Ligusticum canadense
134-10-1542,Arnoglossum atriplicifolium
134-10-1542,Desmodium nuttallii
134-10-1542,Magnolia acuminata
134-10-1543,Vaccinium arboreum
134-10-1543,Uvularia perfoliata
134-10-1543,Nyssa sylvatica
134-10-1543,Juniperus virginiana
134-10-1544,Campsis radicans
134-10-1544,Passiflora lutea
134-10-1544,Pinus
134-10-1544,Desmodium laevigatum
134-10-1544,Elaeagnus umbellata
134-10-1544,Liquidambar styraciflua
134-12-1541,Sorghastrum nutans
134-12-1541,Diospyros virginiana
134-12-1541,Amorpha herbacea var. herbacea
134-12-1541,Quercus alba
134-12-1541,Smilax glauca
134-12-1541,Prunus serotina var. serotina
134-12-1542,Melanthium hybridum
134-12-1542,Lonicera japonica
134-12-1542,Nyssa sylvatica
134-12-1543,Polystichum acrostichoides
134-12-1543,Oxydendrum arboreum
134-12-1543,Gelsemium sempervirens
134-12-1543,Ilex opaca
134-12-1544,Pinus echinata
134-12-1545,Potentilla [canadensis + simplex]
134-12-1545,Lespedeza repens
134-12-1545,Carya tomentosa
134-12-1545,Rhus copallinum
134-12-1545,Ipomoea
135-01-1600,Chimaphila maculata
135-01-1601,Muscadinia rotundifolia var. rotundifolia
135-01-1602,Ambrosia artemisiifolia
135-01-1602,Carya pallida
135-01-1602,Danthonia sericea
135-01-1602,Dichanthelium commutatum
135-01-1602,Dichanthelium depauperatum
135-01-1602,Dichanthelium tenue
135-01-1602,Eupatorium serotinum
135-01-1602,Gelsemium sempervirens
135-01-1602,Hypericum gentianoides
135-01-1602,Hypoxis hirsuta
135-01-1602,Krigia virginica
135-01-1602,Linaria canadensis
135-01-1602,Pinus echinata
135-01-1602,Pinus virginiana
135-01-1602,Prunus serotina var. serotina
135-01-1602,Schizachyrium scoparium var. scoparium
135-01-1602,Scleria ciliata var. elliottii
135-01-1602,Sorghastrum nutans
135-01-1602,Vaccinium arboreum
135-01-1602,Asteraceae
135-01-1602,Andropogon virginicus var. virginicus
135-01-1602,Paspalum
135-01-1602,Poaceae
135-01-1602,Polygala
135-01-1605,Liriodendron tulipifera var. tulipifera
135-01-1605,Sericocarpus [asteroides + caespitosus]
135-03-1600,Hieracium venosum
135-03-1600,Vaccinium pallidum
135-03-1601,Amelanchier arborea
135-03-1601,Anemone quinquefolia
135-03-1601,Athyrium asplenioides
135-03-1601,Bignonia capreolata
135-03-1601,Campsis radicans
135-03-1601,Carya pallida
135-03-1601,Chasmanthium laxum
135-03-1601,Chionanthus virginicus
135-03-1601,Benthamidia florida
135-03-1601,Dichanthelium boscii
135-03-1601,Dioscorea villosa
135-03-1601,Elephantopus carolinianus
135-03-1601,Eubotrys racemosus
135-03-1601,Galium circaezans
135-03-1601,Galium obtusum var. filifolium
135-03-1601,Gaylussacia frondosa
135-03-1601,Hamamelis virginiana var. virginiana
135-03-1601,Heuchera americana
135-03-1601,Hexastylis minor
135-03-1601,Houstonia caerulea
135-03-1601,Ilex opaca
135-03-1601,Ilex verticillata
135-03-1601,Iris cristata
135-03-1601,Itea virginica
135-03-1601,Liquidambar styraciflua
135-03-1601,Liriodendron tulipifera var. tulipifera
135-03-1601,Nyssa sylvatica
135-03-1601,Osmunda spectabilis
135-03-1601,Oxydendrum arboreum
135-03-1601,Parthenocissus quinquefolia
135-03-1601,Polystichum acrostichoides
135-03-1601,Prunus serotina var. serotina
135-03-1601,Quercus alba
135-03-1601,Quercus montana
135-03-1601,Quercus nigra
135-03-1601,Rhododendron periclymenoides
135-03-1601,Salvia lyrata
135-03-1601,Sassafras albidum
135-03-1601,Smilax glauca
135-03-1601,Smilax rotundifolia
135-03-1601,Symphyotrichum puniceum var. puniceum
135-03-1601,Toxicodendron radicans var. radicans
135-03-1601,Vaccinium fuscatum
135-03-1601,Viburnum nudum
135-03-1601,Viola sororia
135-03-1601,Muscadinia rotundifolia var. rotundifolia
135-03-1601,Xanthorhiza simplicissima
135-03-1601,Maianthemum racemosum
135-03-1601,Mitchella repens
135-03-1601,Chrysogonum [repens + virginianum]
135-03-1601,Nabalus
135-03-1601,Ipomoea
135-03-1601,Vaccinium stamineum
135-03-1601,Lycopus
135-03-1601,Rubus
135-03-1601,Polygonatum biflorum
135-03-1601,Acer rubrum
135-03-1601,Vitis aestivalis var. aestivalis
135-03-1601,Carex {section Acrocystis}
135-04-1600,Clematis ochroleuca
135-04-1600,Erigeron canadensis
135-04-1600,Lespedeza repens
135-04-1600,Parthenocissus quinquefolia
135-04-1600,Scleria oligantha
135-04-1600,Melica mutica
135-04-1600,Euphorbia [corollata + pubentissima]
135-04-1600,Rhus aromatica var. aromatica
135-04-1601,Danthonia spicata
135-04-1601,Hypericum hypericoides
135-04-1601,Oxydendrum arboreum
135-04-1601,Piptochaetium avenaceum
135-04-1601,Quercus alba
135-04-1601,Quercus imbricaria
135-04-1601,Quercus velutina
135-04-1601,Viburnum prunifolium
135-04-1601,Veronica
135-04-1601,Magnoliophyta {Monocot}
135-04-1603,Liquidambar styraciflua
135-04-1603,Pinus echinata
135-04-1603,Vaccinium corymbosum
135-04-1604,Vaccinium pallidum
135-04-1605,Kalmia latifolia
135-04-1606,Apocynum cannabinum
135-04-1606,Carya tomentosa
135-04-1606,Fagus grandifolia var. caroliniana
135-04-1606,Quercus marilandica var. marilandica
135-06-1600,Danthonia spicata
135-06-1600,Fraxinus pennsylvanica
135-06-1600,Smilax glauca
135-06-1600,Scleria
135-06-1602,Dichanthelium boscii
135-06-1602,Euphorbia corollata
135-08-1600,Juniperus virginiana
135-08-1600,Phytolacca americana
135-08-1600,Quercus alba
135-08-1600,Smilax glauca
135-08-1600,Lonicera sempervirens
135-08-1600,Lindera benzoin
135-08-1600,Poaceae
135-09-1600,Gaylussacia frondosa
135-09-1600,Juniperus virginiana
135-09-1600,Quercus coccinea
135-09-1600,Quercus velutina
135-09-1600,Tipularia discolor
135-09-1600,Uvularia puberula
135-09-1600,Vaccinium pallidum
135-09-1600,Monotropsis odorata
135-09-1603,Gaylussacia frondosa
135-09-1603,Hypoxis hirsuta
135-09-1603,Tephrosia
135-09-1603,[Hypericum + Triadenum]
135-09-1604,Endodeca serpentaria
135-09-1604,Galium circaezans
135-09-1604,Lespedeza hirta var. hirta
135-09-1604,Lespedeza repens
135-09-1604,Toxicodendron pubescens
135-11-1600,Liriodendron tulipifera var. tulipifera
135-11-1600,[Bryophyta + Hepaticophyta + Anthocerotophyta]
135-11-1601,Amelanchier arborea
135-11-1601,Diospyros virginiana
135-11-1601,Quercus nigra
138-01-1621,Bignonia capreolata
138-01-1621,Euphorbia pubentissima
138-01-1621,Nandina domestica
138-01-1621,Smilax glauca
138-01-1621,Carya glabra
138-01-1621,Acer rubrum
138-01-1622,Parthenocissus quinquefolia
138-01-1622,Toxicodendron radicans var. radicans
138-01-1623,Carex tonsa
138-01-1623,Quercus velutina
138-01-1623,Muscadinia rotundifolia var. rotundifolia
138-01-1624,Albizia julibrissin
138-01-1624,Carya glabra
138-01-1625,Pinus echinata
138-01-1625,Carya glabra
138-01-1627,Amorpha glabra
138-01-1627,Juniperus virginiana
138-02-1621,Carya cordiformis
138-02-1621,Crataegus uniflora
138-02-1621,Sassafras albidum
138-02-1622,Diospyros virginiana
138-02-1622,Smilax bona-nox var. bona-nox
138-02-1622,Uvularia perfoliata
138-02-1622,Andersonglossum virginianum
138-02-1622,Lonicera sempervirens
138-02-1622,Rubus
138-02-1622,Viola
138-02-1623,Bignonia capreolata
138-02-1623,Carex nigromarginata
138-02-1623,Diospyros virginiana
138-02-1623,Ilex ambigua
138-02-1623,Magnoliophyta {Unknown}
138-02-1624,Celtis [occidentalis + pumila]
138-02-1624,Diospyros virginiana
138-02-1624,Nyssa sylvatica
138-02-1624,Quercus velutina
138-02-1624,Smilax bona-nox var. bona-nox
138-02-1624,Mitchella repens
138-02-1624,Passiflora lutea
138-02-1624,Polygonatum biflorum
138-02-1625,Carex nigromarginata
138-02-1625,Chionanthus virginicus
138-02-1625,Fraxinus [americana + biltmoreana + smallii]
138-02-1625,Pinus echinata
138-02-1625,Quercus stellata
138-02-1625,Smilax rotundifolia
138-02-1625,Symplocos tinctoria
138-02-1625,Frangula
138-02-1625,Magnoliophyta {Unknown}
138-02-1625,Fungi {Lichen}
138-03-1620,Celtis [laevigata + smallii]
138-03-1620,Lindera benzoin
138-03-1620,Physalis
138-03-1621,Dichanthelium commutatum ssp. ashei
138-03-1621,Pinus echinata
138-03-1621,Ilex opaca
138-03-1621,Parthenium integrifolium
138-03-1621,Acer rubrum
138-04-1620,Carya pallida
138-04-1620,Medeola virginiana
138-04-1622,Robinia pseudoacacia
138-04-1622,Vaccinium pallidum
138-04-1623,Asplenium platyneuron
138-04-1623,Hylodesmum nudiflorum
138-04-1623,Fragaria virginiana
138-04-1623,Smilax glauca
138-04-1623,Tilia americana var. heterophylla
138-04-1623,Viburnum prunifolium
138-04-1623,Juniperus virginiana
138-04-1623,Rubus
138-04-1623,Viola [eriocarpa + pubescens]
138-04-1624,Carex rosea
138-04-1624,Acer negundo var. negundo
138-04-1624,Viola
138-04-1625,Diospyros virginiana
138-04-1625,Uvularia puberula
138-04-1625,Ipomoea
138-04-1625,[Muscadinia + Vitis]
138-04-1626,Asimina triloba
138-04-1626,Carya pallida
138-04-1626,Chimaphila maculata
138-04-1626,Smilax rotundifolia
138-04-1626,Carpinus caroliniana
138-04-1626,Carya glabra
138-04-1627,Hexastylis naniflora
138-04-1627,Pinus echinata
138-04-1627,Smilax biltmoreana
138-04-1627,Prunus serotina var. serotina
138-04-1627,Maianthemum racemosum
138-04-1629,Dichanthelium commutatum ssp. ashei
138-04-1629,Prunus serotina var. serotina
138-04-1629,Muscadinia rotundifolia var. rotundifolia
138-04-1630,Endodeca serpentaria
138-04-1630,Carex pensylvanica
138-04-1630,Carya pallida
138-04-1630,Myriopteris tomentosa
138-04-1630,Crataegus intricata
138-04-1630,Danthonia spicata
138-04-1630,Diospyros virginiana
138-04-1630,Eupatorium pubescens
138-04-1630,Euphorbia corollata
138-04-1630,Helianthus microcephalus
138-04-1630,Parthenocissus quinquefolia
138-04-1630,Phaseolus polystachios
138-04-1630,Pinus virginiana
138-04-1630,Piptochaetium avenaceum
138-04-1630,Quercus montana
138-04-1630,Quercus velutina
138-04-1630,Robinia pseudoacacia
138-04-1630,Rosa carolina
138-04-1630,Rubus flagellaris
138-04-1630,Rubus pensilvanicus
138-04-1630,Smilax glauca
138-04-1630,Solidago petiolaris var. petiolaris
138-04-1630,Vitis aestivalis var. aestivalis
138-04-1630,Prunus alleghaniensis var. alleghaniensis
138-04-1630,Coreopsis major
138-04-1630,Solidago [patula + salicina]
138-04-1630,Symphyotrichum patens var. patens
138-04-1630,Quercus marilandica var. marilandica
138-04-1630,Hamamelis virginiana var. virginiana
138-04-1630,Poaceae
138-04-1630,Polygonatum biflorum
138-04-1630,duplicate-filter-out
138-04-1630,Muscadinia rotundifolia var. rotundifolia
138-04-1631,Ambrosia artemisiifolia
138-04-1631,Asclepias verticillata
138-04-1631,Myriopteris tomentosa
138-04-1631,Dichanthelium ravenelii
138-04-1631,Dichanthelium villosissimum var. villosissimum
138-04-1631,Houstonia purpurea
138-04-1631,Hypericum punctatum
138-04-1631,Lespedeza stuevei
138-04-1631,Packera anonyma
138-04-1631,Prunus americana
138-04-1631,Robinia pseudoacacia
138-04-1631,Ruellia caroliniensis
138-04-1631,Silene virginica var. virginica
138-04-1631,Smallanthus uvedalia
138-04-1631,Smilax rotundifolia
138-04-1631,Tephrosia virginiana
138-04-1631,Asteraceae
138-04-1631,Erigeron [canadensis + pusillus]
138-04-1631,Erechtites hieraciifolius
138-04-1631,Solidago [arguta + vaseyi]
138-04-1631,Tradescantia
138-04-1631,Quercus rubra var. rubra
138-04-1631,Prunus serotina var. serotina
138-04-1631,Maianthemum racemosum
138-04-1631,Acer rubrum
138-04-1631,Viola [palmata + subsinuata]
138-05-1620,Goodyera pubescens
138-05-1620,Ligustrum sinense
138-05-1620,Melica mutica
138-05-1620,Lactuca
138-05-1620,Carex
138-05-1620,Fagus grandifolia var. caroliniana
138-05-1620,Oxalis [dillenii + florida + stricta]
138-05-1620,Hexastylis [heterophylla + minor + naniflora + shuttleworthii + virginica]
138-05-1621,Bignonia capreolata
138-05-1621,Brachyelytrum erectum
138-05-1621,Ligustrum sinense
138-05-1621,Solidago caesia
138-05-1621,Quercus
138-05-1621,Lindera benzoin
138-05-1621,Magnoliophyta {Dicot}
138-06-1620,Oxydendrum arboreum
138-06-1621,Tiarella cordifolia
138-06-1621,Ilex opaca
138-06-1622,Endodeca serpentaria
138-06-1622,Ligustrum sinense
138-06-1622,Lonicera standishii
138-06-1622,Rubus flagellaris
138-06-1622,Uvularia sessilifolia
138-06-1622,Vitis vulpina
138-06-1622,Toxicodendron radicans var. radicans
138-06-1622,[Gonolobus + Matelea]
138-06-1623,Carya cordiformis
138-06-1623,Quercus rubra var. rubra
138-06-1624,Carex tonsa
138-07-1620,Bignonia capreolata
138-07-1620,Oxydendrum arboreum
138-07-1620,Robinia pseudoacacia
138-07-1620,Viburnum rufidulum
138-07-1620,Phryma leptostachya
138-07-1620,[Muscadinia + Vitis]
138-08-1620,Carex cephalophora
138-08-1620,Celtis [occidentalis + pumila]
138-08-1620,Gleditsia triacanthos
138-08-1620,Lonicera japonica
138-08-1620,Nabalus
138-08-1620,Solidago caesia
138-08-1620,Viola
138-08-1621,Acer floridanum
138-08-1621,Brachyelytrum erectum
138-08-1621,Oxydendrum arboreum
138-08-1621,Staphylea trifolia
138-08-1621,Menispermum canadense
138-09-1620,Erigeron pulchellus var. pulchellus
138-09-1620,Geranium maculatum
138-09-1620,Phegopteris hexagonoptera
138-09-1620,Amsonia tabernaemontana
138-09-1620,Eutrochium purpureum
138-09-1620,Dichanthelium commutatum
138-09-1620,Magnoliophyta {Unknown}
138-09-1621,Chimaphila maculata
138-09-1621,Clematis viorna
138-09-1621,Benthamidia florida
138-09-1621,Pinus echinata
138-09-1621,Smilax glauca
138-09-1621,Ilex opaca
138-09-1622,Thalictrum thalictroides
138-09-1622,Asimina triloba
138-09-1622,Carex cephalophora
138-09-1622,Gelsemium sempervirens
138-09-1622,Gleditsia triacanthos
138-09-1622,Stellaria pubera
138-09-1622,Nabalus
138-09-1622,Vernonia
138-09-1622,Viola [palmata + subsinuata]
138-09-1624,Carex laxiculmis
138-09-1624,Carya tomentosa
138-09-1624,Hylodesmum nudiflorum
138-09-1624,Eupatorium capillifolium
138-09-1624,Lithospermum virginianum
138-09-1624,Ilex opaca
138-09-1624,Dichanthelium
138-10-1620,Actaea racemosa
138-10-1620,Carex laxiculmis
138-10-1620,Vitis vulpina
138-10-1621,Asimina triloba
138-10-1621,Galium triflorum
138-10-1621,Smilax bona-nox var. bona-nox
138-10-1621,Ulmus rubra
138-10-1621,Osmorhiza [claytonii + longistylis]
138-10-1621,Dichanthelium
138-10-1621,Physalis
138-10-1621,Viola {acaulescent}
138-10-1621,Viola [palmata + subsinuata]
138-11-1620,Lilium michauxii
138-11-1622,Carya pallida
138-11-1622,Lilium michauxii
138-11-1622,Liquidambar styraciflua
138-11-1622,Quercus phellos
138-12-1620,Quercus velutina
138-12-1620,Rhododendron periclymenoides
138-12-1620,Trillium catesbyi
138-12-1620,Vaccinium pallidum
138-12-1620,Viburnum prunifolium
138-12-1620,Solidago caesia
138-12-1620,Scleria
138-12-1620,Hamamelis virginiana var. virginiana
138-12-1622,Endodeca serpentaria
138-12-1622,Chamaelirium luteum
138-12-1622,Chionanthus virginicus
138-12-1622,Goodyera pubescens
138-12-1622,Podophyllum peltatum
138-12-1622,Quercus falcata
138-12-1622,Rhododendron periclymenoides
138-12-1622,Nabalus
138-12-1622,Viola
138-12-1623,Endodeca serpentaria
138-12-1623,Quercus laurifolia
138-12-1623,Viburnum prunifolium
138-12-1623,Toxicodendron radicans var. radicans
142-06-1655,[Hypericum + Triadenum]
142-06-1655,Dichanthelium
142-06-1655,Dichanthelium villosissimum var. villosissimum
142-09-1640,Asplenium platyneuron
142-09-1640,Croton willdenowii
142-09-1640,Smilax bona-nox var. bona-nox
142-09-1641,Dichanthelium boscii
142-09-1641,Viola
142-09-1641,Vaccinium stamineum
142-09-1643,Myriopteris lanosa
142-09-1643,Hypericum gentianoides
142-09-1643,Linaria canadensis
142-09-1643,Bryodesma rupestre
142-09-1643,[Bryophyta + Hepaticophyta + Anthocerotophyta]
142-09-1643,Fungi {Lichen}
142-09-1643,Krigia virginica
142-09-1643,Opuntia mesacantha ssp. mesacantha
142-09-1643,Triodanis perfoliata
142-09-1643,Geranium carolinianum
142-09-1643,Phemeranthus teretifolius
142-09-1643,Packera
142-09-1643,Schizachyrium scoparium var. scoparium
142-09-1643,Cardamine parviflora var. arenicola
142-09-1643,Tridens flavus
142-09-1643,Fleischmannia incarnata
142-09-1643,Oxalis dillenii
142-09-1643,Myosotis verna
142-09-1643,Festuca octoflora var. tenella
142-09-1643,Juncus dichotomus
142-09-1643,Andropogon ternarius
142-09-1643,Pseudognaphalium stramineum
142-09-1643,Dichanthelium depauperatum
142-09-1643,Ligustrum sinense
142-09-1643,Cystopteris protrusa
142-09-1643,Asteraceae
142-09-1643,Poaceae
142-09-1643,Parthenocissus quinquefolia
142-09-1643,Erigeron annuus
142-09-1643,Polygonaceae {Polygonum s.l.}
142-09-1643,Plantago virginica
142-09-1643,Aristida
142-09-1643,Oxalis stricta
142-09-1644,Symphyotrichum
142-09-1644,Ageratina
142-09-1644,Barbarea verna
142-09-1644,Uvularia perfoliata
142-09-1644,Triadenum virginicum
142-09-1644,Opuntia mesacantha ssp. mesacantha
142-09-1644,Geranium carolinianum
142-09-1644,Phytolacca americana
142-09-1644,Smilax
142-09-1644,Persicaria virginiana
142-09-1644,Celtis smallii
142-09-1644,Galium circaezans
142-09-1650,Lespedeza
142-09-1650,Stellaria media
142-09-1650,Houstonia caerulea
142-09-1650,Cardamine parviflora var. arenicola
142-09-1650,[Bryodesma + Lycopodioides]
142-09-1650,Danthonia spicata
142-09-1650,Erechtites hieraciifolius
142-09-1650,Carya glabra
142-09-1651,Lindernia monticola
142-09-1651,Scleria pauciflora var. pauciflora
142-09-1651,Croton willdenowii
142-09-1651,Andropogon virginicus var. virginicus
142-09-1651,Dichanthelium acuminatum var. fasciculatum
142-09-1651,[Bryophyta + Hepaticophyta + Anthocerotophyta]
142-09-1651,Helianthus porteri
142-09-1651,Schizachyrium scoparium var. scoparium
142-09-1651,Yucca filamentosa
142-09-1651,Opuntia mesacantha ssp. mesacantha
142-09-1651,Dichanthelium depauperatum
142-09-1651,Danthonia sericea
142-09-1651,Sericocarpus linifolius
142-09-1651,Pinus virginiana
142-09-1651,Houstonia caerulea
142-09-1651,Danthonia spicata
142-09-1651,Ptelea trifoliata
142-09-1651,Aristida dichotoma
142-09-1651,Pycnanthemum muticum
142-09-1651,Micranthes
142-09-1651,Fungi {Lichen}
142-09-1651,Grimmia
142-09-1651,Smilax bona-nox var. bona-nox
142-09-1651,Diamorpha smallii
142-09-1651,Geocarpon glabrum
142-09-1651,Krigia virginica
142-09-1651,Allium cuthbertii
142-09-1651,Juniperus virginiana
142-09-1651,Pseudognaphalium
142-09-1651,Ligustrum sinense
142-09-1651,Helianthus angustifolius
142-09-1651,Carex
142-09-1651,Piptochaetium avenaceum
142-09-1651,Erythronium americanum ssp. americanum
142-09-1651,Packera anonyma
142-09-1651,Eupatorium hyssopifolium
142-09-1651,Acer rubrum
142-09-1651,Polygonatum biflorum
142-09-1651,Eupatorium capillifolium
142-09-1651,Quercus rubra var. rubra
142-09-1651,Eupatorium
142-09-1651,Linaria canadensis
142-09-1651,Muscadinia rotundifolia var. rotundifolia
142-09-1651,Juncus dichotomus
146-07-1680,Quercus nigra
146-07-1680,Poaceae
146-07-1680,Magnoliophyta {Dicot}
136-01-0010,Smilax bona-nox var. bona-nox
136-01-0010,Verbesina occidentalis
136-01-0010,Commelina communis
136-01-0010,Morus rubra
136-01-0011,Carya glabra
136-01-0012,Maianthemum racemosum
136-01-0012,Sambucus canadensis
136-01-0012,Lycopus
136-01-0012,Campsis radicans
136-01-0012,Ionactis linariifolia
136-01-0012,Hedera helix var. helix
136-01-0012,Ranunculus recurvatus var. recurvatus
136-01-0012,Quercus phellos
136-01-0013,Smilax rotundifolia
136-01-0013,Carex debilis
136-01-0013,Acer rubrum
136-01-0013,Ilex opaca
136-01-0013,Magnolia grandiflora
136-01-0013,Quercus alba
136-01-0013,Juniperus virginiana
136-01-0013,Luzula echinata
136-01-0013,Dichanthelium clandestinum
136-01-0013,Pinus taeda
136-01-0013,Dichanthelium acuminatum
136-01-0013,Muscadinia rotundifolia var. rotundifolia
136-01-0013,Euonymus fortunei
136-01-0013,Quercus velutina
136-01-0013,Smilax glauca
136-01-0014,Commelina virginica
136-01-0014,Muhlenbergia frondosa
136-01-0014,Hypericum punctatum
136-01-0014,Bignonia capreolata
136-01-0014,Prunus serotina var. serotina
136-01-0014,Carpinus caroliniana
136-01-0015,Impatiens capensis
136-01-0015,Ranunculus abortivus
136-01-0015,Galium aparine
136-01-0015,Carex squarrosa
136-01-0015,Platanus occidentalis var. occidentalis
136-01-0015,Quercus rubra var. rubra
136-01-0015,Phryma leptostachya
